x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,label
0.557728,0.319750,0.562982,0.301798,0.566110,0.301656,0.569106,0.301742,0.552285,0.303296,0.548488,0.303968,0.544803,0.304770,0.573384,0.311303,0.539445,0.313668,0.563810,0.334672,0.550645,0.336159,0.606639,0.406029,0.511972,0.407109,0.674004,0.414007,0.444351,0.423019,0.728617,0.426923,0.389274,0.428611,0.752017,0.427122,0.365988,0.430557,0.748666,0.427393,0.369010,0.426537,0.738900,0.428158,0.376861,0.427994,0.588579,0.681358,0.533862,0.683111,0.585762,0.884543,0.534164,0.880779,0.588420,1.028824,0.533200,1.024241,0.582859,1.055500,0.540034,1.058941,0.586523,1.113804,0.531001,1.098173,earth
0.557697,0.319750,0.562969,0.301797,0.566101,0.301654,0.569099,0.301737,0.552256,0.303301,0.548464,0.303976,0.544781,0.304782,0.573384,0.311295,0.539438,0.313676,0.563803,0.334671,0.550631,0.336159,0.606646,0.406043,0.511977,0.407129,0.674002,0.413995,0.444230,0.422939,0.728624,0.426922,0.389022,0.428665,0.752020,0.427122,0.365705,0.430565,0.748999,0.427386,0.368179,0.426601,0.739190,0.428155,0.376285,0.428040,0.588579,0.681384,0.533854,0.683118,0.585763,0.885613,0.534165,0.880960,0.588416,1.029424,0.533198,1.023793,0.582826,1.056816,0.539990,1.058946,0.586331,1.115129,0.531002,1.097717,earth
0.557703,0.319719,0.562983,0.301773,0.566119,0.301628,0.569120,0.301711,0.552258,0.303270,0.548466,0.303936,0.544783,0.304734,0.573396,0.311219,0.539439,0.313592,0.563816,0.334624,0.550632,0.336121,0.606660,0.405971,0.511978,0.406834,0.674104,0.414019,0.444213,0.422814,0.728791,0.426988,0.388460,0.428534,0.752131,0.427172,0.365155,0.430361,0.749025,0.427442,0.367172,0.426495,0.739230,0.428198,0.375315,0.427839,0.588609,0.681319,0.533855,0.683023,0.585791,0.884909,0.534166,0.880882,0.588539,1.025701,0.533249,1.023782,0.583065,1.045748,0.540024,1.058913,0.586887,1.114697,0.531091,1.097640,earth
0.557687,0.319716,0.562977,0.301773,0.566115,0.301628,0.569118,0.301710,0.552253,0.303270,0.548461,0.303936,0.544778,0.304735,0.573396,0.311203,0.539437,0.313590,0.563811,0.334619,0.550619,0.336119,0.606656,0.405957,0.511985,0.406815,0.674099,0.414043,0.444149,0.422812,0.728792,0.426960,0.388444,0.428396,0.752131,0.427102,0.365861,0.430115,0.749009,0.427369,0.367515,0.426092,0.739230,0.428147,0.375892,0.427527,0.588605,0.681228,0.533851,0.682922,0.585719,0.884444,0.534166,0.880288,0.588334,1.023527,0.533229,1.021764,0.582994,1.045875,0.540031,1.058885,0.586458,1.114657,0.531092,1.096625,earth
0.557687,0.319716,0.562978,0.301773,0.566117,0.301626,0.569120,0.301709,0.552252,0.303272,0.548461,0.303938,0.544778,0.304738,0.573400,0.311174,0.539437,0.313590,0.563817,0.334621,0.550621,0.336129,0.606666,0.405895,0.512000,0.406815,0.674097,0.414028,0.444146,0.422562,0.728827,0.426937,0.388356,0.428131,0.752145,0.427088,0.365771,0.429819,0.749027,0.427339,0.367241,0.425910,0.739770,0.428124,0.375649,0.427203,0.588614,0.681217,0.533851,0.682903,0.585734,0.883710,0.534167,0.880266,0.588487,1.018851,0.533254,1.020723,0.583283,1.034723,0.540043,1.057496,0.587075,1.112556,0.531448,1.095488,earth
0.557835,0.319695,0.563043,0.301731,0.566173,0.301594,0.569178,0.301685,0.552384,0.303222,0.548579,0.303902,0.544886,0.304715,0.573422,0.311173,0.539492,0.313590,0.563906,0.334612,0.550753,0.336114,0.606649,0.405914,0.512002,0.406813,0.674039,0.414017,0.444478,0.422602,0.728462,0.426936,0.388645,0.427770,0.751874,0.427092,0.365995,0.429637,0.748519,0.427363,0.368678,0.425912,0.739044,0.428133,0.377732,0.427223,0.588608,0.681185,0.533864,0.682727,0.585727,0.883653,0.534153,0.879729,0.588475,1.019279,0.533138,1.018386,0.583196,1.036878,0.539988,1.056723,0.586708,1.112567,0.531440,1.093979,earth
0.557821,0.319692,0.563041,0.301730,0.566172,0.301593,0.569177,0.301684,0.552383,0.303221,0.548579,0.303900,0.544887,0.304712,0.573423,0.311175,0.539499,0.313587,0.563900,0.334611,0.550751,0.336103,0.606654,0.405985,0.512006,0.407043,0.673769,0.413953,0.444475,0.422103,0.727998,0.426937,0.390841,0.426627,0.751563,0.427103,0.367635,0.429574,0.748107,0.427375,0.369719,0.425889,0.738537,0.428134,0.379247,0.426860,0.588610,0.681183,0.533865,0.682722,0.585736,0.883429,0.534167,0.879912,0.588455,1.019448,0.533152,1.019308,0.582985,1.036961,0.540025,1.057329,0.586688,1.112095,0.530893,1.101469,earth
0.557811,0.319691,0.563040,0.301730,0.566173,0.301592,0.569178,0.301682,0.552379,0.303222,0.548578,0.303901,0.544887,0.304712,0.573442,0.311174,0.539502,0.313581,0.563899,0.334611,0.550747,0.336093,0.606665,0.405946,0.512051,0.407043,0.673764,0.413950,0.444472,0.422103,0.727985,0.426946,0.390784,0.426696,0.751562,0.427122,0.367567,0.429606,0.748111,0.427385,0.369676,0.425976,0.738541,0.428139,0.379087,0.426928,0.588616,0.681179,0.533867,0.682717,0.585742,0.883395,0.534215,0.879967,0.588456,1.020406,0.533225,1.018705,0.582983,1.039580,0.540069,1.057335,0.586680,1.112276,0.531132,1.100857,earth
0.557825,0.319650,0.563060,0.301697,0.566197,0.301550,0.569209,0.301633,0.552395,0.303204,0.548596,0.303884,0.544902,0.304696,0.573484,0.311102,0.539531,0.313560,0.563918,0.334551,0.550759,0.336065,0.606823,0.405911,0.512159,0.407006,0.673935,0.413947,0.444477,0.421966,0.728081,0.426945,0.390674,0.426693,0.751607,0.427116,0.367483,0.429556,0.748124,0.427373,0.369864,0.426064,0.738560,0.428128,0.379263,0.426993,0.588618,0.681180,0.533867,0.682716,0.585756,0.883398,0.534245,0.880307,0.588453,1.020360,0.533321,1.017882,0.582982,1.040928,0.540105,1.057145,0.586709,1.112283,0.531368,1.100582,earth
0.557841,0.319454,0.563088,0.301540,0.566230,0.301410,0.569233,0.301510,0.552405,0.303007,0.548613,0.303668,0.544926,0.304465,0.573494,0.310960,0.539569,0.313310,0.563942,0.334359,0.550774,0.335862,0.606824,0.405945,0.512134,0.407000,0.674146,0.414011,0.444265,0.421864,0.728649,0.427013,0.389336,0.426696,0.752111,0.427136,0.366467,0.429551,0.748610,0.427384,0.368376,0.426070,0.739093,0.428149,0.377493,0.426991,0.588625,0.681164,0.533860,0.682716,0.585795,0.883339,0.534247,0.880308,0.588542,1.020282,0.533443,1.018260,0.583088,1.043897,0.540123,1.057362,0.587032,1.112573,0.531495,1.100411,earth
0.557933,0.319532,0.563154,0.301566,0.566284,0.301436,0.569292,0.301536,0.552509,0.303048,0.548683,0.303726,0.544979,0.304535,0.573506,0.311015,0.539589,0.313389,0.563991,0.334411,0.550865,0.335940,0.606782,0.405949,0.512131,0.406973,0.674110,0.414012,0.444638,0.421963,0.728290,0.426986,0.389431,0.426670,0.751952,0.427121,0.366516,0.429497,0.748336,0.427383,0.369154,0.426074,0.738679,0.428148,0.378552,0.427037,0.588626,0.681164,0.533880,0.682695,0.585795,0.883340,0.534213,0.879883,0.588540,1.020848,0.533357,1.016957,0.583050,1.045709,0.540008,1.056157,0.586920,1.112595,0.531461,1.097761,earth
0.557934,0.319473,0.563155,0.301491,0.566284,0.301360,0.569292,0.301458,0.552511,0.302989,0.548687,0.303675,0.544982,0.304489,0.573507,0.310987,0.539598,0.313345,0.563991,0.334353,0.550867,0.335873,0.606778,0.405910,0.512136,0.406976,0.674043,0.413996,0.444634,0.421971,0.728146,0.426929,0.389362,0.426680,0.751841,0.427080,0.366356,0.429495,0.748248,0.427358,0.368579,0.426090,0.738584,0.428110,0.378242,0.427059,0.588622,0.681178,0.533883,0.682699,0.585795,0.883354,0.534213,0.879835,0.588547,1.021492,0.533357,1.016305,0.583044,1.046831,0.540008,1.055974,0.586806,1.112677,0.531770,1.096873,earth
0.557898,0.319465,0.563143,0.301489,0.566278,0.301353,0.569288,0.301446,0.552490,0.302992,0.548673,0.303681,0.544971,0.304498,0.573514,0.310957,0.539597,0.313356,0.563984,0.334330,0.550859,0.335863,0.606794,0.405912,0.512254,0.406928,0.674042,0.413995,0.444717,0.421564,0.728147,0.426926,0.389313,0.425963,0.751838,0.427078,0.366833,0.427801,0.748252,0.427339,0.368652,0.424810,0.738594,0.428088,0.378393,0.425059,0.588645,0.681176,0.533889,0.682694,0.585806,0.883114,0.534234,0.879855,0.588598,1.021249,0.533454,1.015873,0.583111,1.047123,0.540202,1.055622,0.586797,1.112531,0.531912,1.096645,earth
0.557913,0.319364,0.563170,0.301397,0.566306,0.301259,0.569317,0.301353,0.552519,0.302904,0.548707,0.303590,0.545004,0.304404,0.573532,0.310887,0.539630,0.313285,0.563989,0.334221,0.550865,0.335754,0.606795,0.405920,0.512252,0.406927,0.674050,0.413983,0.444675,0.421481,0.728162,0.426925,0.390216,0.425927,0.751854,0.427078,0.367544,0.427808,0.748278,0.427334,0.369221,0.424899,0.738635,0.428079,0.379102,0.425166,0.588644,0.681177,0.533881,0.682694,0.585828,0.883114,0.534243,0.880084,0.588597,1.021937,0.533484,1.015470,0.583096,1.048234,0.540215,1.055621,0.586797,1.112601,0.532003,1.096491,earth
0.557909,0.319360,0.563170,0.301396,0.566306,0.301258,0.569319,0.301352,0.552516,0.302904,0.548706,0.303589,0.545003,0.304403,0.573538,0.310877,0.539630,0.313277,0.563989,0.334205,0.550862,0.335734,0.606824,0.405888,0.512255,0.406868,0.674073,0.413984,0.444597,0.421397,0.728172,0.426927,0.389898,0.425831,0.751855,0.427079,0.366903,0.427596,0.748278,0.427334,0.368163,0.424475,0.738641,0.428079,0.378015,0.425023,0.588649,0.681176,0.533880,0.682687,0.585852,0.882790,0.534247,0.879933,0.588633,1.021165,0.533517,1.015196,0.583128,1.048338,0.540329,1.055328,0.586805,1.112455,0.532101,1.096237,earth
0.557932,0.319316,0.563194,0.301370,0.566335,0.301224,0.569356,0.301312,0.552538,0.302887,0.548730,0.303572,0.545023,0.304387,0.573582,0.310810,0.539656,0.313255,0.564021,0.334133,0.550889,0.335684,0.606968,0.405813,0.512310,0.406818,0.674222,0.413976,0.444554,0.421227,0.728211,0.426931,0.389788,0.425797,0.751866,0.427081,0.366663,0.427450,0.748282,0.427337,0.368255,0.424457,0.738649,0.428080,0.378029,0.425012,0.588663,0.681166,0.533880,0.682660,0.585865,0.882696,0.534254,0.879976,0.588623,1.021067,0.533554,1.014565,0.583126,1.048449,0.540380,1.055161,0.586797,1.112434,0.532157,1.095920,earth
0.558035,0.319156,0.563297,0.301273,0.566434,0.301146,0.569446,0.301254,0.552636,0.302735,0.548835,0.303394,0.545127,0.304183,0.573633,0.310720,0.539738,0.312986,0.564090,0.334000,0.550959,0.335509,0.606975,0.405868,0.512309,0.406700,0.674290,0.413976,0.444409,0.421024,0.728355,0.426932,0.388964,0.425742,0.751946,0.427078,0.365580,0.427394,0.748345,0.427326,0.366675,0.424422,0.738741,0.428065,0.376326,0.424927,0.588665,0.681105,0.533877,0.682590,0.585949,0.882580,0.534260,0.879977,0.588748,1.020401,0.533559,1.014588,0.583198,1.049628,0.540388,1.055317,0.586998,1.112501,0.532187,1.095723,earth
0.558060,0.319173,0.563311,0.301279,0.566446,0.301151,0.569458,0.301258,0.552658,0.302741,0.548857,0.303401,0.545146,0.304188,0.573638,0.310745,0.539749,0.312992,0.564098,0.334011,0.550981,0.335517,0.606964,0.405939,0.512309,0.406838,0.674175,0.413952,0.444650,0.421032,0.727934,0.426918,0.389190,0.425526,0.751627,0.427080,0.367178,0.427400,0.747959,0.427341,0.368083,0.424433,0.738260,0.428066,0.377793,0.424933,0.588666,0.681108,0.533899,0.682589,0.585949,0.882789,0.534232,0.879973,0.588720,1.020693,0.533503,1.014815,0.583125,1.050204,0.540366,1.055352,0.586845,1.112536,0.532121,1.094693,earth
0.558109,0.319136,0.563330,0.301246,0.566455,0.301125,0.569465,0.301238,0.552720,0.302701,0.548913,0.303367,0.545198,0.304160,0.573638,0.310742,0.539772,0.312968,0.564114,0.333975,0.551026,0.335483,0.606949,0.405940,0.512305,0.406850,0.674082,0.413776,0.444045,0.421018,0.727777,0.426830,0.390190,0.425464,0.751521,0.427024,0.368218,0.427406,0.747877,0.427289,0.368944,0.424435,0.738162,0.428002,0.379003,0.425031,0.588661,0.681077,0.533938,0.682569,0.585941,0.882717,0.534236,0.879698,0.588498,1.019680,0.533486,1.014550,0.583045,1.050272,0.540361,1.055174,0.586807,1.112027,0.532080,1.094409,earth
0.558109,0.319126,0.563330,0.301245,0.566455,0.301123,0.569465,0.301236,0.552722,0.302701,0.548916,0.303370,0.545203,0.304165,0.573634,0.310741,0.539770,0.312987,0.564114,0.333958,0.551026,0.335468,0.606900,0.406005,0.512306,0.406851,0.673771,0.413713,0.444051,0.420990,0.727779,0.426541,0.390142,0.425473,0.751498,0.426750,0.367984,0.427414,0.747877,0.427016,0.368997,0.424382,0.738172,0.427737,0.379003,0.425041,0.588661,0.681079,0.533941,0.682557,0.585936,0.882668,0.534228,0.879536,0.588374,1.018337,0.533435,1.014225,0.583044,1.050425,0.540348,1.054602,0.586765,1.111735,0.532021,1.093819,earth
0.558105,0.319053,0.563330,0.301199,0.566455,0.301070,0.569466,0.301177,0.552722,0.302679,0.548916,0.303354,0.545203,0.304154,0.573644,0.310683,0.539773,0.312980,0.564114,0.333866,0.551025,0.335391,0.606920,0.406001,0.512384,0.406814,0.673774,0.413713,0.444089,0.420858,0.727801,0.426541,0.390125,0.425257,0.751513,0.426754,0.367734,0.427231,0.747893,0.427015,0.368982,0.423883,0.738194,0.427735,0.378456,0.424862,0.588663,0.681079,0.533941,0.682533,0.585940,0.882374,0.534240,0.879509,0.588375,1.017823,0.533492,1.013911,0.583064,1.050492,0.540497,1.054107,0.586762,1.111414,0.532106,1.093686,earth
0.558136,0.319060,0.563369,0.301205,0.566498,0.301083,0.569504,0.301193,0.552734,0.302678,0.548930,0.303353,0.545214,0.304151,0.573676,0.310726,0.539781,0.312983,0.564155,0.333883,0.551047,0.335392,0.606920,0.406001,0.512398,0.406753,0.673834,0.413690,0.444497,0.421117,0.728052,0.426574,0.390069,0.425209,0.751640,0.426890,0.367653,0.427237,0.748886,0.427138,0.369300,0.423845,0.739030,0.427886,0.378889,0.424868,0.588663,0.681041,0.533951,0.682456,0.585951,0.881810,0.534252,0.879505,0.588401,1.015300,0.533493,1.015178,0.583199,1.037283,0.540498,1.054554,0.587032,1.110565,0.531322,1.099714,earth
0.558142,0.319062,0.563376,0.301208,0.566504,0.301086,0.569510,0.301197,0.552762,0.302680,0.548966,0.303354,0.545247,0.304152,0.573679,0.310766,0.539802,0.312986,0.564155,0.333885,0.551053,0.335391,0.606920,0.406070,0.512356,0.406966,0.673826,0.413652,0.444481,0.421123,0.727849,0.426557,0.390998,0.424997,0.751566,0.426891,0.368519,0.427223,0.748658,0.427140,0.369863,0.423849,0.738737,0.427883,0.379631,0.424877,0.588660,0.681114,0.533952,0.682602,0.585952,0.882421,0.534253,0.879706,0.588333,1.016306,0.533486,1.016763,0.583032,1.041729,0.540497,1.056650,0.586922,1.111311,0.530472,1.106519,earth
0.558138,0.319063,0.563376,0.301223,0.566502,0.301104,0.569509,0.301219,0.552766,0.302690,0.548970,0.303364,0.545252,0.304158,0.573679,0.310795,0.539803,0.312984,0.564140,0.333886,0.551032,0.335390,0.606893,0.406114,0.512349,0.406975,0.673807,0.413611,0.444425,0.421425,0.727848,0.426534,0.389839,0.424986,0.751566,0.426860,0.366830,0.427229,0.748653,0.427113,0.367549,0.423831,0.738736,0.427857,0.377329,0.424871,0.588651,0.681184,0.533936,0.682697,0.585926,0.882476,0.534216,0.880318,0.588261,1.019666,0.533471,1.020379,0.583008,1.045661,0.540504,1.059001,0.586844,1.112663,0.531017,1.106186,earth
0.558118,0.319062,0.563367,0.301222,0.566494,0.301103,0.569501,0.301216,0.552761,0.302696,0.548968,0.303371,0.545251,0.304166,0.573677,0.310779,0.539804,0.312984,0.564124,0.333879,0.551025,0.335385,0.606892,0.406115,0.512361,0.406967,0.673819,0.413626,0.444297,0.421459,0.727896,0.426539,0.388708,0.424915,0.751615,0.426864,0.365569,0.427029,0.748666,0.427113,0.365826,0.423658,0.738747,0.427856,0.375220,0.424569,0.588635,0.681186,0.533933,0.682685,0.585926,0.882190,0.534218,0.880199,0.588268,1.019107,0.533497,1.020344,0.583034,1.039868,0.540549,1.058985,0.587003,1.112560,0.531114,1.105577,earth
0.558198,0.318967,0.563418,0.301044,0.566542,0.300959,0.569551,0.301099,0.552870,0.302418,0.549069,0.303119,0.545350,0.303958,0.573711,0.310751,0.539867,0.312957,0.564171,0.333864,0.551106,0.335364,0.606891,0.406109,0.512362,0.406888,0.673810,0.413528,0.444541,0.421431,0.727889,0.426551,0.389059,0.424820,0.751583,0.426902,0.365858,0.427022,0.748876,0.427137,0.367744,0.423788,0.738882,0.427895,0.377470,0.424787,0.588622,0.681207,0.533953,0.682679,0.585926,0.881738,0.534226,0.880182,0.588267,1.015019,0.533515,1.020392,0.583033,1.040831,0.540502,1.058894,0.587128,1.109788,0.530662,1.106649,earth
0.558290,0.318875,0.563463,0.300940,0.566582,0.300873,0.569587,0.301028,0.552950,0.302272,0.549146,0.302984,0.545425,0.303840,0.573722,0.310733,0.539899,0.312925,0.564217,0.333822,0.551180,0.335311,0.606889,0.406089,0.512357,0.406768,0.673881,0.413526,0.444304,0.421421,0.728038,0.426571,0.389121,0.424751,0.751612,0.426947,0.367344,0.426994,0.749283,0.427198,0.368762,0.423780,0.739247,0.427968,0.378553,0.424702,0.588620,0.681181,0.533960,0.682518,0.585929,0.881726,0.534217,0.879957,0.588251,1.016219,0.533486,1.019886,0.582962,1.043064,0.540424,1.058877,0.587073,1.109858,0.530965,1.104291,earth
0.558285,0.318799,0.563458,0.300869,0.566578,0.300791,0.569585,0.300935,0.552944,0.302240,0.549143,0.302960,0.545423,0.303820,0.573723,0.310665,0.539900,0.312919,0.564216,0.333721,0.551179,0.335222,0.606905,0.406131,0.512357,0.406789,0.673754,0.413393,0.444296,0.421274,0.727859,0.426529,0.389112,0.424754,0.751511,0.426931,0.367135,0.426992,0.749102,0.427180,0.368787,0.423789,0.739083,0.427928,0.378576,0.424696,0.588631,0.681186,0.533961,0.682587,0.585966,0.882724,0.534234,0.880226,0.588071,1.029040,0.533486,1.021522,0.582948,1.048394,0.540526,1.060610,0.587034,1.111552,0.530516,1.111409,earth
0.558261,0.318777,0.563448,0.300859,0.566572,0.300773,0.569580,0.300909,0.552921,0.302241,0.549125,0.302962,0.545408,0.303826,0.573724,0.310615,0.539889,0.312930,0.564212,0.333679,0.551166,0.335208,0.606931,0.406138,0.512388,0.406789,0.673949,0.413402,0.444295,0.421098,0.728074,0.426544,0.389102,0.424716,0.751650,0.426934,0.367274,0.426934,0.749147,0.427183,0.368800,0.423615,0.739166,0.427933,0.378587,0.424566,0.588646,0.681267,0.533965,0.682625,0.585956,0.882849,0.534233,0.880481,0.588013,1.028579,0.533477,1.021502,0.582947,1.048781,0.540527,1.060542,0.586970,1.111732,0.530920,1.110712,earth
0.558260,0.318705,0.563456,0.300804,0.566585,0.300712,0.569599,0.300841,0.552921,0.302200,0.549126,0.302921,0.545409,0.303781,0.573765,0.310541,0.539895,0.312875,0.564214,0.333606,0.551166,0.335130,0.606938,0.406120,0.512391,0.406661,0.673966,0.413487,0.444263,0.421022,0.728352,0.426588,0.388736,0.424667,0.751906,0.426955,0.366348,0.426838,0.749366,0.427183,0.367391,0.423577,0.739433,0.427934,0.377070,0.424465,0.588644,0.681263,0.533964,0.682621,0.585957,0.882727,0.534243,0.880531,0.587930,1.026881,0.533554,1.020442,0.582947,1.048766,0.540659,1.058918,0.586918,1.111351,0.531111,1.109034,earth
